HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID_mapping_version_20200130	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
37	11370	ACADVL	ACAD6|LCACD|VLCAD	acyl-CoA dehydrogenase very long chain	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression+, MS/MS++"	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	Tmito	25.1	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression+, MS/MS++"	ENSG00000072778	P49748	678	1	MitoDomain	38		NoMitoHomolog	NoHomolog	75-100pure	chr17	7120443	7128586	14	64	3755	3.20E+11	90	all 14	9.2	8.9	9.4	9.4	10.6	10.6	10.8	10.6	10.5	10.3	10.5	10.4	9.8	9.9	Mitochondria;Nucleoli (Supported)
51117	227683	COQ4	CGI-92|COQ10D7	coenzyme Q4	MitoCarta3.0	"literature, targetP signal+, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Tmito	25.1	0	1	"literature, targetP signal+, yeast mito homolog++, mito protein domain+, coexpression, MS/MS"	ENSG00000167113	Q9Y3A0	265	1	MitoDomain	7		OrthologMitoHighConf	NoHomolog	50-75ambig	chr9	131084790	131096351	11	18	101	1.71E+09	67	"cerebrum, cerebellum, brainstem, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	8	8.1	7.1		8.3	7.8		6.5	8.4	7.9	8.9	7.9	7.8		Mitochondria (Supported)
29088	27395	MRPL15	HSPC145|L15mt|MRP-L15|MRP-L7|RPML7	mitochondrial ribosomal protein L15	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	25.1	0	1	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	ENSG00000137547	Q9P015	296	4	SharedDomain	9	2.17	OrthologMitoHighConf	Ortholog	50-75ambig	chr8	55047780	55061074	12	22	118	3.16E+09	68	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8	7.6	7.3	8	8.3	7.5			8.4	8.4	9.1	7.4	8.9	8.4	
4695	17991	NDUFA2	B8|CD14|CIB8|MC1DN13	NADH:ubiquinone oxidoreductase subunit A2	MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	25.1	0	1	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++, MS/MS++"	ENSG00000131495	O43678	99	2	SharedDomain	43	0.57	NoMitoHomolog	NoHomolog	75-100pure	chr5	140024947	140027370	14	15	729	5.90E+10	88	all 14	9.8	9.6	9.8	9.4	9.9	9.4	9.6	8.7	9.5	9.7	9.7	9.9	9.2	9.1	
79590	67707	MRPL24	L24mt|MRP-L18|MRP-L24	mitochondrial ribosomal protein L24	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	25.1	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000143314	Q96A35	216	3	SharedDomain	6		OrthologMitoHighConf	Ortholog	50-75pure	chr1	156707093	156710923	13	17	115	2.78E+09	73	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.5	8.3	8.3	7.6		8.2	8	6.4	8.2	8.4	8.7	7.2	8.9	7.8	
3329	15510	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	heat shock protein family D (Hsp60) member 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Tmito	25.1	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	ENSG00000144381	P10809	573	1	SharedDomain	NA		OrthologMitoHighConf	Homolog	75-100pure	chr2	198351307	198364998	14	78	13912	1.17E+12	94	all 14	10.7	10.3	10.8	10.8	11.3	11.1	10.7	10.6	10.9	10.9	11	10.7	11.2	10.9	Mitochondria (Enhanced)
4725	595136	NDUFS5	CI-15k|CI15K	NADH:ubiquinone oxidoreductase subunit S5	MitoCarta3.0	"literature, APEX_IMS, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	25.0	0	1	"literature, APEX_IMS, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000168653	O43920	106		MitoDomain	44	1.35	NoMitoHomolog	NoHomolog	75-100pure	chr1	39491966	39500308	14	19	583	2.76E+10	91	all 14	9.4	9.1	9.5	9.2	9.3	9.3	9.4	8.9	9.1	9.5	9.2	9.2	9.4	9.2	
50808	56248	AK3	AK3L1|AK6|AKL3L|AKL3L1|FIX	adenylate kinase 3	MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Tmito	25.0	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000147853	Q9UIJ7	227	2	SharedDomain	26	0.89	HomologMitoLowConf	Homolog	75-100pure	chr9	4709556	4742043	14	28	1015	1.02E+11	89	all 14	9.9	9.8	9.9	9.6	10.1	10.3	9.4	8.2	10	10	9.8	9.5	9.9	9.5	Mitochondria (Supported)
54205	13063	CYCS	CYC|HCS|THC4	"cytochrome c, somatic"	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS++"	IMS	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C | Mitochondrial dynamics and surveillance > Apoptosis	Tmito	24.9	0	1	"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS++"	ENSG00000172115	P99999	105		MitoDomain	1		OrthologMitoHighConf	Ortholog	75-100pure	chr7	25158269	25164980	14	21	2698	2.49E+11	92	all 14	10.3	10.2	10.5	10	10.7	10.1	10.3	9.9	10.1	10.3	10	10	10.1	10.3	Mitochondria (Supported)
4285	70478	MIPEP	COXPD31|HMIP|MIP	mitochondrial intermediate peptidase	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Tmito	24.9	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS++"	ENSG00000027001	Q99797	713	1	SharedDomain	3	1.33	OrthologMitoHighConf	NoHomolog	50-75pure	chr13	24304327	24463587	12	35	146	1.96E+09	59	"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.4			6.9	8.1	8	6.8	7.2	8.3	7.1	7.7	7.9	8	9.1	Mitochondria (Enhanced)
90624	75530	LYRM7	C5orf31|MC3DN8|MZM1L	LYR motif containing 7	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	Matrix	OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	24.9	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	ENSG00000186687	Q5U5X0	104	2	MitoDomain	NA		OrthologMitoHighConf	NoHomolog	75-100pure	chr5	130506640	130541119	13	10	56	5.01E+08	88	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7	7.7	8.2	7.5		7.3	7.4	6.8	7.3	7.2	7.1	6.3	7.5	7.9	
1384	12908	CRAT	CAT|CAT1|NBIA8	carnitine O-acetyltransferase	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	Tmito	24.9	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000095321	P43155	626	2	SharedDomain	15	1.47	OrthologMitoLowConf	NoHomolog	50-75pure	chr9	131857072	131873070	14	46	1016	5.53E+10	67	all 14	8.9	8.6	8.9	8.7	9.7	8.7	10.1	10	10	9.1	9	9.2	8.8	10	Nuclear membrane;Nucleoplasm (Approved)
5096	66904	PCCB	-	propionyl-CoA carboxylase subunit beta	MitoCarta3.0	"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation	Tmito	24.8	0	1	"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	ENSG00000114054	P05166	559	1	SharedDomain	31		HomologMitoLowConf	Homolog	75-100pure	chr3	135969166	136049013	14	46	1233	6.27E+10	91	all 14	9.2	8.8	9	8.8	10	9.7	9.6	9.4	10.2	9.4	9.5	10	9.4	9.6	
51081	50529	MRPS7	COXPD34|MRP-S|MRP-S7|RP-S7|RPMS7|S7mt|bMRP27a	mitochondrial ribosomal protein S7	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.6	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	ENSG00000125445	Q9Y2R9	242	2	SharedDomain	38		OrthologMitoHighConf	Homolog	50-75ambig	chr17	73257748	73262457	14	22	191	4.01E+09	66	all 14	8.6	8.6	8.5	8.2	8.4	8.6	7.7	7.2	8.3	8.5	8.7	7.7	8.9	8.3	Mitochondria (Approved)
11222	94062	MRPL3	COXPD9|MRL3|RPML3	mitochondrial ribosomal protein L3	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.5	0	1	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression"	ENSG00000114686	P09001	348	4	SharedDomain	22	1.52	OrthologMitoHighConf	Ortholog	50-75crude	chr3	131181044	131221860	13	21	107	1.93E+09	59	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"	7.9	7.4	7.8	7.2	8.3	7.7	7.3	7.5	8.1	8.3	8.7		8.7	8.3	
5625	19125	PRODH	HSPOX2|PIG6|POX|PRODH1|PRODH2|TP53I6	proline dehydrogenase 1	MitoCarta3.0	"literature, targetP signal, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	MIM	"Metabolism > Amino acid metabolism > Proline metabolism | Metabolism > Electron carriers > Q-linked reactions, other"	Tmito	24.4	0	1	"literature, targetP signal, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	ENSG00000100033	O43272	600	3	MitoDomain	11		OrthologMitoLowConf	NoHomolog	50-75pure	chr22	18900286	18924066	13	46	510	2.21E+10	70	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.5	8.8	8.7	9.8	9.9		7.4	9.5	8.7	8.7	8.3	8.7	8.1	
5095	110821	PCCA	-	propionyl-CoA carboxylase subunit alpha	MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins	Tmito	24.4	0	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000175198	P05165	728	2	SharedDomain	37	0.95	NoMitoHomolog	Homolog	75-100pure	chr13	100741268	101182691	14	64	2204	1.51E+11	81	all 14	9.6	9.5	9.6	9.5	10.8	10.1	9.5	9.5	10.4	9.4	10	10.2	9.5	9.7	Mitochondria (Supported)
56922	72039	MCCC1	MCC-B|MCCA	methylcrotonoyl-CoA carboxylase 1	MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Vitamin metabolism > Biotin utilizing proteins	Tmito	24.4	0	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000078070	Q96RQ3	725	2	SharedDomain	35	1.08	NoMitoHomolog	Homolog	75-100pure	chr3	182733005	182817365	14	54	1115	7.88E+10	79	all 14	9.1	8.9	9.2	9.2	10.5	9.8	9.3	9.3	10.3	8.7	9.4	9.9	9	9.4	Mitochondria (Supported)
6183	24030	MRPS12	MPR-S12|MT-RPS12|RPMS12|RPS12|RPSM12	mitochondrial ribosomal protein S12	MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.4	0	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	ENSG00000128626|ENSG00000283018	O15235	138		SharedDomain	35	0.54	OrthologMitoHighConf	Homolog	25-50pure	chr19	39421347	39423659	12	7	66	1.38E+09	48	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	7.9	8.2	7.7		8.1	7.4		7.8	7.8	8.4	7.5	8.5	8	
81570	20480	CLPB	ANKCLB|HSP78|MEGCANN|MGCA7|SKD3	caseinolytic mitochondrial matrix peptidase chaperone subunit B	MitoCarta3.0	"APEX_IMS, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	IMS	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Tmito	24.3	0	1	"APEX_IMS, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	ENSG00000162129	Q9H078	707	1	SharedDomain	1		OrthologMitoLowConf	Ortholog	50-75pure	chr11	72003469	72145724	13	38	238	3.97E+09	58	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.6	7.9	7.9	8.5	7.7	7.7		8.2	8.3	6.2	7.7	8.1	8.3	9.4	
5163	228026	PDK1	-	pyruvate dehydrogenase kinase 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Tmito	24.3	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain+, MS/MS++"	ENSG00000152256	Q15118	456	1	MitoDomain	2		OrthologMitoLowConf	NoHomolog	50-75pure	chr2	173420696	173463862	14	22	153	2.73E+09	56	all 14	8.4	7.4	7.1	8.1	8.1	8.1	8.6	7.7	8.8	8.3	8.4	7.9	7.6	8.6	Mitochondria;Nucleoli (Approved)
740	18120	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	mitochondrial ribosomal protein L49	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.1	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	ENSG00000149792	Q13405	166	2	SharedDomain	10		OrthologMitoHighConf	NoHomolog	75-100pure	chr11	64889715	64894841	14	16	158	4.96E+09	78	all 14	8.4	8.3	8.5	8.1	9	8.6	8	8	8.4	8.5	9	7.8	8.7	8.6	
1347	12866	COX7A2	COX7AL|COX7AL1|COXVIIAL|COXVIIa-L|VIIAL	cytochrome c oxidase subunit 7A2	MitoCarta3.0	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Tmito	24.1	0	1	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000112695	P14406	115		MitoDomain	46	0.87	NoMitoHomolog	NoHomolog	50-75pure	chr6	75947390	75953644	14	7	482	4.21E+10	73	all 14	10	9.5	9.7	9	9.8	9.5	7.5	8.4	9.2	9.4	7.8	9.4	9.3	9.7	
84233	66271	TMEM126A	OPA7	transmembrane protein 126A	MitoCarta3.0	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	24.1	0	1	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000171202	Q9H061	195		MitoDomain	45	0.93	NoMitoHomolog	NoHomolog	50-75pure	chr11	85358962	85367597	14	14	429	1.18E+10	73	all 14	9.2	9.1	9.2	8.8	9.3	8.9	8.4	8.6	8.8	8.6	9	8.5	8.9	8.6	Cytosol (Approved)
55268	52430	ECHDC2	-	enoyl-CoA hydratase domain containing 2	MitoCarta3.0	"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	0	Tpossible_mito	24.1	0	1	"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000121310	Q86YB7	292	2	SharedDomain	10		OrthologMitoLowConf	Homolog	50-75pure	chr1	53361581	53387446	14	17	319	1.45E+10	67	all 14	7.2	7.3	7.5	7.8	9.8	9.7	8.1	7	8.9	8	8.1	9.2	9.1	7.5	Mitochondria (Approved)
3052	15159	HCCS	CCHL|LSDMCA1|MCOPS7|MLS	holocytochrome c synthase	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	IMS	Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C	Tmito	24.1	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	ENSG00000004961	P53701	268		MitoDomain	18	2.2	OrthologMitoHighConf	NoHomolog	50-75ambig	chrX	11129405	11141204	8	14	73	5.98E+08	60	"cerebrum, spinalcord, heart, adipose, smallintestine, largeintestine, placenta, testis"	7.1			7.1			7.9		7.7	7.5	7.7		8.4	8.1	Mitochondria (Enhanced)
11112	58875	HIBADH	NS5ATP1	3-hydroxyisobutyrate dehydrogenase	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	Tmito	24.1	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000106049	P31937	336	1	SharedDomain	35	1.78	NoMitoHomolog	NoHomolog	50-75pure	chr7	27565058	27702620	14	22	688	5.04E+10	69	all 14	8.9	8.6	9.3	9.4	9.9	9.8	9.2	8.4	10	8.8	9.4	9.8	9.5	9.7	
9801	56284	MRPL19	L19mt|MRP-L15|MRP-L19|MRPL15|RLX1|RPML15	mitochondrial ribosomal protein L19	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.0	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	ENSG00000115364	P49406	292	2	SharedDomain	5		OrthologMitoHighConf	Ortholog	25-50pure	chr2	75873908	75889334	11	14	87	1.75E+09	39	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7	7.4	7.4	7.9		7.9			8.3	8.5	8.6	7.7	8.5	8.3	Mitochondria (Supported)
64979	94066	MRPL36	BRIP1|L36mt|MRP-L36|PRPL36|RPMJ	mitochondrial ribosomal protein L36	MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	24.0	0	1	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+"	ENSG00000171421	Q9P0J6	103	2	SharedDomain	39	0.69	OrthologMitoHighConf	Ortholog		chr5	1798498	1799956																					Mitochondria;Nuclear bodies (Supported)
253512	67554	SLC25A30	KMCP1	solute carrier family 25 member 30	MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	MIM	Metabolism > Sulfur metabolism | Small molecule transport > SLC25A family	Tmito	24.0	0	1	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	ENSG00000174032	Q5SVS4	291	5	MitoDomain	11		OrthologMitoLowConf	NoHomolog	75-100pure	chr13	45967453	45992590	5	16	34	6.00E+08	78	"cerebrum, cerebellum, liver, placenta, testis"	7.2	7.3				7.1							7.5	8.7	Nucleoplasm (Approved)
622	71911	BDH1	BDH|SDR9C1	3-hydroxybutyrate dehydrogenase 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Ketone metabolism	Tmito	24.0	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000161267|ENSG00000275544	Q02338	343	1	SharedDomain	6	1.72	NoMitoHomolog	Homolog	75-100pure	chr3	197236653	197300194	14	28	973	6.85E+10	77	all 14	9.5	9.1	9.4	9.7	9.9	10.1	9.4	7.9	7.4	10.1	10.2	9.6	8.8	8.9	Mitochondria (Enhanced)
10667	69955	FARS2	COXPD14|FARS1|HSPC320|PheRS|SPG77|mtPheRS	"phenylalanyl-tRNA synthetase 2, mitochondrial"	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	23.8	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	ENSG00000145982	O95363	451	2	SharedDomain	23	1.09	OrthologMitoLowConf	Homolog	25-50ambig	chr6	5261583	5771816	5	13	27	2.90E+08	41	"adipose, largeintestine, stomach, placenta, testis"									7.5		7.8	7.5	7.7	8.1	Plasma membrane (Uncertain)
22	11306	ABCB7	ABC7|ASAT|Atm1p|EST140535	ATP binding cassette subfamily B member 7	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Small molecule transport > ABC transporters	Tmito	23.7	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	ENSG00000131269	O75027	753	2	SharedDomain	35		OrthologMitoLowConf	Homolog	25-50pure	chrX	74273006	74376175	14	36	739	6.65E+09	43	all 14	9	8.8	9	8.8	8.8	8.6	7.2	8.9	8	8.7	8.7	8.2	8.2	7.5	Mitochondria (Supported)
4580	17827	MTX1	MTX|MTXN	metaxin 1	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions"	Tmito	23.7	0	1	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	ENSG00000173171	Q13505	466	5	MitoDomain	5		OrthologMitoHighConf	NoHomolog	50-75pure	chr1	155178489	155183624	14	30	435	9.71E+09	62	all 14	8.9	8.7	8.8	8.4	9.1	8.7	8.5	7.4	9	7.3	9.1	8.6	9.3	8.9	Mitochondria (Supported)
4701	66416	NDUFA7	B14.5a|CI-B14.5a	NADH:ubiquinone oxidoreductase subunit A7	MitoCarta3.0	"literature, APEX_matrix, mito protein domain+, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	23.7	0	1	"literature, APEX_matrix, mito protein domain+, coexpression++, MS/MS++"	ENSG00000267855	O95182	113	4	MitoDomain	41		NoMitoHomolog	NoHomolog	75-100pure	chr19	8376183	8386280	14	21	899	3.42E+10	82	all 14	9.5	9.2	9.6	9.5	9.5	9.3	9.4	8.8	9.2	9.4	9.4	9.5	9.5	9.2	Mitochondria (Supported)
10440	21854	TIMM17A	TIM17|TIM17A	translocase of inner mitochondrial membrane 17A	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"	Tmito	23.5	0	1	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS+"	ENSG00000134375	Q99595	171		MitoDomain	25	1.44	OrthologMitoLowConf	NoHomolog	75-100ambig	chr1	201924618	201939789	14	9	109	1.14E+09	94	all 14	7.5	7.2	7.1	7.4	8.3	7.6	7.7	7.4	8.1	7.4	8.1	7.6	8.5	8.1	Mitochondria;Nucleoplasm (Supported)
